Município1;UF1;Data;DATA_DIA;DIA;STR_DATA;Escala de cor;Número de registros;Índice De Isolamento
SANTOS;SP;domingo, 25/10;Sunday;Domingo;Ranking dos municípios (25/10/2020);>40-50%;1;42%
SANTOS;SP;segunda-feira, 26/10;Monday;Segunda-feira;Ranking dos municípios (26/10/2020);Até 40%;1;36%
SANTOS;SP;terça-feira, 27/10;Tuesday;Terça-feira;Ranking dos municípios (27/10/2020);Até 40%;1;37%
SANTOS;SP;quarta-feira, 28/10;Wednesday;Quarta-feira;Ranking dos municípios (28/10/2020);Até 40%;1;36%
SANTOS;SP;quinta-feira, 29/10;Thursday;Quinta-feira;Ranking dos municípios (29/10/2020);Até 40%;1;36%
SANTOS;SP;sexta-feira, 30/10;Friday;Sexta-feira;Ranking dos municípios (30/10/2020);Até 40%;1;36%
SANTOS;SP;sábado, 31/10;Saturday;Sábado;Ranking dos municípios (31/10/2020);>40-50%;1;41%
SANTOS;SP;domingo, 01/11;Sunday;Domingo;Ranking dos municípios (1/11/2020);>40-50%;1;44%
SANTOS;SP;segunda-feira, 02/11;Monday;Segunda-feira;Ranking dos municípios (2/11/2020);>40-50%;1;43%
SANTOS;SP;terça-feira, 03/11;Tuesday;Terça-feira;Ranking dos municípios (3/11/2020);Até 40%;1;36%
SANTOS;SP;quarta-feira, 04/11;Wednesday;Quarta-feira;Ranking dos municípios (4/11/2020);Até 40%;1;36%
SANTOS;SP;quinta-feira, 05/11;Thursday;Quinta-feira;Ranking dos municípios (5/11/2020);Até 40%;1;36%
SANTOS;SP;sexta-feira, 06/11;Friday;Sexta-feira;Ranking dos municípios (6/11/2020);Até 40%;1;35%
SANTOS;SP;sábado, 07/11;Saturday;Sábado;Ranking dos municípios (7/11/2020);Até 40%;1;38%
SANTOS;SP;domingo, 08/11;Sunday;Domingo;Ranking dos municípios (8/11/2020);>40-50%;1;43%
SANTOS;SP;segunda-feira, 09/11;Monday;Segunda-feira;Ranking dos municípios (9/11/2020);Até 40%;1;36%
SANTOS;SP;terça-feira, 10/11;Tuesday;Terça-feira;Ranking dos municípios (10/11/2020);Até 40%;1;36%
SANTOS;SP;quarta-feira, 11/11;Wednesday;Quarta-feira;Ranking dos municípios (11/11/2020);Até 40%;1;36%
SANTOS;SP;quinta-feira, 12/11;Thursday;Quinta-feira;Ranking dos municípios (12/11/2020);Até 40%;1;35%
SANTOS;SP;sexta-feira, 13/11;Friday;Sexta-feira;Ranking dos municípios (13/11/2020);Até 40%;1;35%
SANTOS;SP;sábado, 14/11;Saturday;Sábado;Ranking dos municípios (14/11/2020);Até 40%;1;39%
SANTOS;SP;domingo, 15/11;Sunday;Domingo;Ranking dos municípios (15/11/2020);>40-50%;1;41%
SANTOS;SP;segunda-feira, 16/11;Monday;Segunda-feira;Ranking dos municípios (16/11/2020);Até 40%;1;36%
SANTOS;SP;terça-feira, 17/11;Tuesday;Terça-feira;Ranking dos municípios (17/11/2020);Até 40%;1;37%
SANTOS;SP;quarta-feira, 18/11;Wednesday;Quarta-feira;Ranking dos municípios (18/11/2020);Até 40%;1;37%
SANTOS;SP;quinta-feira, 19/11;Thursday;Quinta-feira;Ranking dos municípios (19/11/2020);Até 40%;1;36%
SANTOS;SP;sexta-feira, 20/11;Friday;Sexta-feira;Ranking dos municípios (20/11/2020);Até 40%;1;38%
SANTOS;SP;sábado, 21/11;Saturday;Sábado;Ranking dos municípios (21/11/2020);Até 40%;1;39%
SANTOS;SP;domingo, 22/11;Sunday;Domingo;Ranking dos municípios (22/11/2020);>40-50%;1;42%
SANTOS;SP;segunda-feira, 23/11;Monday;Segunda-feira;Ranking dos municípios (23/11/2020);Até 40%;1;36%
SANTOS;SP;terça-feira, 24/11;Tuesday;Terça-feira;Ranking dos municípios (24/11/2020);Até 40%;1;36%
SANTOS;SP;quarta-feira, 25/11;Wednesday;Quarta-feira;Ranking dos municípios (25/11/2020);Até 40%;1;36%
SANTOS;SP;quinta-feira, 26/11;Thursday;Quinta-feira;Ranking dos municípios (26/11/2020);Até 40%;1;36%
SANTOS;SP;sexta-feira, 27/11;Friday;Sexta-feira;Ranking dos municípios (27/11/2020);Até 40%;1;37%
SANTOS;SP;sábado, 28/11;Saturday;Sábado;Ranking dos municípios (28/11/2020);Até 40%;1;38%
SANTOS;SP;domingo, 29/11;Sunday;Domingo;Ranking dos municípios (29/11/2020);>40-50%;1;41%
SANTOS;SP;segunda-feira, 30/11;Monday;Segunda-feira;Ranking dos municípios (30/11/2020);Até 40%;1;35%
SANTOS;SP;terça-feira, 01/12;Tuesday;Terça-feira;Ranking dos municípios (1/12/2020);Até 40%;1;35%
SANTOS;SP;quarta-feira, 02/12;Wednesday;Quarta-feira;Ranking dos municípios (2/12/2020);Até 40%;1;36%
SANTOS;SP;quinta-feira, 03/12;Thursday;Quinta-feira;Ranking dos municípios (3/12/2020);Até 40%;1;36%
SANTOS;SP;sexta-feira, 04/12;Friday;Sexta-feira;Ranking dos municípios (4/12/2020);Até 40%;1;35%
SANTOS;SP;sábado, 05/12;Saturday;Sábado;Ranking dos municípios (5/12/2020);Até 40%;1;38%
SANTOS;SP;domingo, 06/12;Sunday;Domingo;Ranking dos municípios (6/12/2020);>40-50%;1;44%
SANTOS;SP;segunda-feira, 07/12;Monday;Segunda-feira;Ranking dos municípios (7/12/2020);Até 40%;1;36%
SANTOS;SP;terça-feira, 08/12;Tuesday;Terça-feira;Ranking dos municípios (8/12/2020);Até 40%;1;36%
SANTOS;SP;quarta-feira, 09/12;Wednesday;Quarta-feira;Ranking dos municípios (9/12/2020);Até 40%;1;35%
SANTOS;SP;quinta-feira, 10/12;Thursday;Quinta-feira;Ranking dos municípios (10/12/2020);Até 40%;1;37%
SANTOS;SP;sexta-feira, 11/12;Friday;Sexta-feira;Ranking dos municípios (11/12/2020);Até 40%;1;37%
SANTOS;SP;sábado, 12/12;Saturday;Sábado;Ranking dos municípios (12/12/2020);Até 40%;1;38%
SANTOS;SP;domingo, 13/12;Sunday;Domingo;Ranking dos municípios (13/12/2020);>40-50%;1;43%
SANTOS;SP;segunda-feira, 14/12;Monday;Segunda-feira;Ranking dos municípios (14/12/2020);Até 40%;1;37%
SANTOS;SP;terça-feira, 15/12;Tuesday;Terça-feira;Ranking dos municípios (15/12/2020);Até 40%;1;36%
SANTOS;SP;quarta-feira, 16/12;Wednesday;Quarta-feira;Ranking dos municípios (16/12/2020);Até 40%;1;37%
SANTOS;SP;quinta-feira, 17/12;Thursday;Quinta-feira;Ranking dos municípios (17/12/2020);Até 40%;1;36%
SANTOS;SP;sexta-feira, 18/12;Friday;Sexta-feira;Ranking dos municípios (18/12/2020);Até 40%;1;35%
SANTOS;SP;sábado, 19/12;Saturday;Sábado;Ranking dos municípios (19/12/2020);Até 40%;1;37%
SANTOS;SP;domingo, 20/12;Sunday;Domingo;Ranking dos municípios (20/12/2020);>40-50%;1;42%
SANTOS;SP;segunda-feira, 21/12;Monday;Segunda-feira;Ranking dos municípios (21/12/2020);Até 40%;1;36%
SANTOS;SP;terça-feira, 22/12;Tuesday;Terça-feira;Ranking dos municípios (22/12/2020);Até 40%;1;36%
SANTOS;SP;quarta-feira, 23/12;Wednesday;Quarta-feira;Ranking dos municípios (23/12/2020);Até 40%;1;36%
SANTOS;SP;quinta-feira, 24/12;Thursday;Quinta-feira;Ranking dos municípios (24/12/2020);Até 40%;1;39%
SANTOS;SP;sexta-feira, 25/12;Friday;Sexta-feira;Ranking dos municípios (25/12/2020);>40-50%;1;46%
SANTOS;SP;sábado, 26/12;Saturday;Sábado;Ranking dos municípios (26/12/2020);>40-50%;1;43%
SANTOS;SP;domingo, 27/12;Sunday;Domingo;Ranking dos municípios (27/12/2020);>40-50%;1;44%
SANTOS;SP;segunda-feira, 28/12;Monday;Segunda-feira;Ranking dos municípios (28/12/2020);Até 40%;1;37%
SANTOS;SP;terça-feira, 29/12;Tuesday;Terça-feira;Ranking dos municípios (29/12/2020);Até 40%;1;39%
SANTOS;SP;quarta-feira, 30/12;Wednesday;Quarta-feira;Ranking dos municípios (30/12/2020);Até 40%;1;37%
SANTOS;SP;quinta-feira, 31/12;Thursday;Quinta-feira;Ranking dos municípios (31/12/2020);>40-50%;1;43%
SANTOS;SP;sexta-feira, 01/01;Friday;Sexta-feira;Ranking dos municípios (1/1/2021);>40-50%;1;47%
SANTOS;SP;sábado, 02/01;Saturday;Sábado;Ranking dos municípios (2/1/2021);>40-50%;1;46%
SANTOS;SP;domingo, 03/01;Sunday;Domingo;Ranking dos municípios (3/1/2021);>40-50%;1;48%
SANTOS;SP;segunda-feira, 04/01;Monday;Segunda-feira;Ranking dos municípios (4/1/2021);Até 40%;1;36%
SANTOS;SP;terça-feira, 05/01;Tuesday;Terça-feira;Ranking dos municípios (5/1/2021);Até 40%;1;37%
SANTOS;SP;quarta-feira, 06/01;Wednesday;Quarta-feira;Ranking dos municípios (6/1/2021);Até 40%;1;38%
SANTOS;SP;quinta-feira, 07/01;Thursday;Quinta-feira;Ranking dos municípios (7/1/2021);Até 40%;1;39%
SANTOS;SP;sexta-feira, 08/01;Friday;Sexta-feira;Ranking dos municípios (8/1/2021);Até 40%;1;37%
SANTOS;SP;sábado, 09/01;Saturday;Sábado;Ranking dos municípios (9/1/2021);>40-50%;1;42%
SANTOS;SP;domingo, 10/01;Sunday;Domingo;Ranking dos municípios (10/1/2021);>40-50%;1;44%
SANTOS;SP;segunda-feira, 11/01;Monday;Segunda-feira;Ranking dos municípios (11/1/2021);Até 40%;1;38%
SANTOS;SP;terça-feira, 12/01;Tuesday;Terça-feira;Ranking dos municípios (12/1/2021);Até 40%;1;37%
SANTOS;SP;quarta-feira, 13/01;Wednesday;Quarta-feira;Ranking dos municípios (13/1/2021);Até 40%;1;37%
SANTOS;SP;quinta-feira, 14/01;Thursday;Quinta-feira;Ranking dos municípios (14/1/2021);Até 40%;1;36%
SANTOS;SP;sexta-feira, 15/01;Friday;Sexta-feira;Ranking dos municípios (15/1/2021);Até 40%;1;36%
SANTOS;SP;sábado, 16/01;Saturday;Sábado;Ranking dos municípios (16/1/2021);Até 40%;1;39%
SANTOS;SP;domingo, 17/01;Sunday;Domingo;Ranking dos municípios (17/1/2021);>40-50%;1;43%
SANTOS;SP;segunda-feira, 18/01;Monday;Segunda-feira;Ranking dos municípios (18/1/2021);Até 40%;1;36%
SANTOS;SP;terça-feira, 19/01;Tuesday;Terça-feira;Ranking dos municípios (19/1/2021);Até 40%;1;37%
SANTOS;SP;quarta-feira, 20/01;Wednesday;Quarta-feira;Ranking dos municípios (20/1/2021);Até 40%;1;38%
SANTOS;SP;quinta-feira, 21/01;Thursday;Quinta-feira;Ranking dos municípios (21/1/2021);Até 40%;1;36%
SANTOS;SP;sexta-feira, 22/01;Friday;Sexta-feira;Ranking dos municípios (22/1/2021);Até 40%;1;36%
SANTOS;SP;sábado, 23/01;Saturday;Sábado;Ranking dos municípios (23/1/2021);Até 40%;1;39%
SANTOS;SP;domingo, 24/01;Sunday;Domingo;Ranking dos municípios (24/1/2021);>40-50%;1;44%
SANTOS;SP;segunda-feira, 25/01;Monday;Segunda-feira;Ranking dos municípios (25/1/2021);Até 40%;1;37%
SANTOS;SP;terça-feira, 26/01;Tuesday;Terça-feira;Ranking dos municípios (26/1/2021);>40-50%;1;41%
SANTOS;SP;quarta-feira, 27/01;Wednesday;Quarta-feira;Ranking dos municípios (27/1/2021);Até 40%;1;36%
SANTOS;SP;quinta-feira, 28/01;Thursday;Quinta-feira;Ranking dos municípios (28/1/2021);Até 40%;1;36%
SANTOS;SP;sexta-feira, 29/01;Friday;Sexta-feira;Ranking dos municípios (29/1/2021);Até 40%;1;39%
SANTOS;SP;sábado, 30/01;Saturday;Sábado;Ranking dos municípios (30/1/2021);>40-50%;1;41%
SANTOS;SP;domingo, 31/01;Sunday;Domingo;Ranking dos municípios (31/1/2021);>40-50%;1;45%
SANTOS;SP;segunda-feira, 01/02;Monday;Segunda-feira;Ranking dos municípios (1/2/2021);Até 40%;1;36%
SANTOS;SP;terça-feira, 02/02;Tuesday;Terça-feira;Ranking dos municípios (2/2/2021);Até 40%;1;37%
SANTOS;SP;quarta-feira, 03/02;Wednesday;Quarta-feira;Ranking dos municípios (3/2/2021);Até 40%;1;35%
SANTOS;SP;quinta-feira, 04/02;Thursday;Quinta-feira;Ranking dos municípios (4/2/2021);Até 40%;1;36%
SANTOS;SP;sexta-feira, 05/02;Friday;Sexta-feira;Ranking dos municípios (5/2/2021);Até 40%;1;35%
SANTOS;SP;sábado, 06/02;Saturday;Sábado;Ranking dos municípios (6/2/2021);Até 40%;1;38%
SANTOS;SP;domingo, 07/02;Sunday;Domingo;Ranking dos municípios (7/2/2021);>40-50%;1;44%
SANTOS;SP;segunda-feira, 08/02;Monday;Segunda-feira;Ranking dos municípios (8/2/2021);Até 40%;1;35%
SANTOS;SP;terça-feira, 09/02;Tuesday;Terça-feira;Ranking dos municípios (9/2/2021);Até 40%;1;36%
SANTOS;SP;quarta-feira, 10/02;Wednesday;Quarta-feira;Ranking dos municípios (10/2/2021);Até 40%;1;35%
SANTOS;SP;quinta-feira, 11/02;Thursday;Quinta-feira;Ranking dos municípios (11/2/2021);Até 40%;1;35%
SANTOS;SP;sexta-feira, 12/02;Friday;Sexta-feira;Ranking dos municípios (12/2/2021);Até 40%;1;34%
SANTOS;SP;sábado, 13/02;Saturday;Sábado;Ranking dos municípios (13/2/2021);Até 40%;1;39%
SANTOS;SP;domingo, 14/02;Sunday;Domingo;Ranking dos municípios (14/2/2021);>40-50%;1;43%
SANTOS;SP;segunda-feira, 15/02;Monday;Segunda-feira;Ranking dos municípios (15/2/2021);Até 40%;1;35%
SANTOS;SP;terça-feira, 16/02;Tuesday;Terça-feira;Ranking dos municípios (16/2/2021);Até 40%;1;39%
SANTOS;SP;quarta-feira, 17/02;Wednesday;Quarta-feira;Ranking dos municípios (17/2/2021);Até 40%;1;36%
SANTOS;SP;quinta-feira, 18/02;Thursday;Quinta-feira;Ranking dos municípios (18/2/2021);Até 40%;1;37%
SANTOS;SP;sexta-feira, 19/02;Friday;Sexta-feira;Ranking dos municípios (19/2/2021);Até 40%;1;34%
SANTOS;SP;sábado, 20/02;Saturday;Sábado;Ranking dos municípios (20/2/2021);Até 40%;1;38%
SANTOS;SP;domingo, 21/02;Sunday;Domingo;Ranking dos municípios (21/2/2021);>40-50%;1;43%
SANTOS;SP;segunda-feira, 22/02;Monday;Segunda-feira;Ranking dos municípios (22/2/2021);Até 40%;1;35%
SANTOS;SP;terça-feira, 23/02;Tuesday;Terça-feira;Ranking dos municípios (23/2/2021);Até 40%;1;35%
SANTOS;SP;quarta-feira, 24/02;Wednesday;Quarta-feira;Ranking dos municípios (24/2/2021);Até 40%;1;39%
SANTOS;SP;quinta-feira, 25/02;Thursday;Quinta-feira;Ranking dos municípios (25/2/2021);Até 40%;1;34%
SANTOS;SP;sexta-feira, 26/02;Friday;Sexta-feira;Ranking dos municípios (26/2/2021);Até 40%;1;36%
SANTOS;SP;sábado, 27/02;Saturday;Sábado;Ranking dos municípios (27/2/2021);Até 40%;1;37%
SANTOS;SP;domingo, 28/02;Sunday;Domingo;Ranking dos municípios (28/2/2021);>40-50%;1;44%
SANTOS;SP;segunda-feira, 01/03;Monday;Segunda-feira;Ranking dos municípios (1/3/2021);Até 40%;1;34%
SANTOS;SP;terça-feira, 02/03;Tuesday;Terça-feira;Ranking dos municípios (2/3/2021);Até 40%;1;36%
SANTOS;SP;quarta-feira, 03/03;Wednesday;Quarta-feira;Ranking dos municípios (3/3/2021);Até 40%;1;35%
SANTOS;SP;quinta-feira, 04/03;Thursday;Quinta-feira;Ranking dos municípios (4/3/2021);Até 40%;1;36%
SANTOS;SP;sexta-feira, 05/03;Friday;Sexta-feira;Ranking dos municípios (5/3/2021);Até 40%;1;34%
SANTOS;SP;sábado, 06/03;Saturday;Sábado;Ranking dos municípios (6/3/2021);>40-50%;1;42%
SANTOS;SP;domingo, 07/03;Sunday;Domingo;Ranking dos municípios (7/3/2021);>40-50%;1;48%
SÃO PAULO;SP;quarta-feira, 26/02;Wednesday;Quarta-feira;Ranking dos municípios (26/2/2020);Até 40%;1;36%
SÃO PAULO;SP;quinta-feira, 27/02;Thursday;Quinta-feira;Ranking dos municípios (27/2/2020);Até 40%;1;31%
SÃO PAULO;SP;sexta-feira, 28/02;Friday;Sexta-feira;Ranking dos municípios (28/2/2020);Até 40%;1;31%
SÃO PAULO;SP;sábado, 29/02;Saturday;Sábado;Ranking dos municípios (29/2/2020);Até 40%;1;35%
SÃO PAULO;SP;domingo, 01/03;Sunday;Domingo;Ranking dos municípios (1/3/2020);Até 40%;1;39%
SÃO PAULO;SP;segunda-feira, 02/03;Monday;Segunda-feira;Ranking dos municípios (2/3/2020);Até 40%;1;32%
SÃO PAULO;SP;terça-feira, 03/03;Tuesday;Terça-feira;Ranking dos municípios (3/3/2020);Até 40%;1;32%
SÃO PAULO;SP;quarta-feira, 04/03;Wednesday;Quarta-feira;Ranking dos municípios (4/3/2020);Até 40%;1;31%
SÃO PAULO;SP;quinta-feira, 05/03;Thursday;Quinta-feira;Ranking dos municípios (5/3/2020);Até 40%;1;30%
SÃO PAULO;SP;sábado, 07/03;Saturday;Sábado;Ranking dos municípios (7/3/2020);Até 40%;1;34%
SÃO PAULO;SP;domingo, 08/03;Sunday;Domingo;Ranking dos municípios (8/3/2020);Até 40%;1;38%
SÃO PAULO;SP;segunda-feira, 09/03;Monday;Segunda-feira;Ranking dos municípios (9/3/2020);Até 40%;1;31%
SÃO PAULO;SP;terça-feira, 10/03;Tuesday;Terça-feira;Ranking dos municípios (10/3/2020);Até 40%;1;31%
SÃO PAULO;SP;quarta-feira, 11/03;Wednesday;Quarta-feira;Ranking dos municípios (11/3/2020);Até 40%;1;31%
SÃO PAULO;SP;quinta-feira, 12/03;Thursday;Quinta-feira;Ranking dos municípios (12/3/2020);Até 40%;1;25%
SÃO PAULO;SP;sexta-feira, 13/03;Friday;Sexta-feira;Ranking dos municípios (13/3/2020);Até 40%;1;29%
SÃO PAULO;SP;terça-feira, 17/03;Tuesday;Terça-feira;Ranking dos municípios (17/3/2020);Até 40%;1;38%
SÃO PAULO;SP;quarta-feira, 18/03;Wednesday;Quarta-feira;Ranking dos municípios (18/3/2020);>40-50%;1;40%
SÃO PAULO;SP;quinta-feira, 19/03;Thursday;Quinta-feira;Ranking dos municípios (19/3/2020);>40-50%;1;43%
SÃO PAULO;SP;sexta-feira, 20/03;Friday;Sexta-feira;Ranking dos municípios (20/3/2020);>40-50%;1;45%
SÃO PAULO;SP;sábado, 21/03;Saturday;Sábado;Ranking dos municípios (21/3/2020);>50-60%;1;57%
SÃO PAULO;SP;domingo, 22/03;Sunday;Domingo;Ranking dos municípios (22/3/2020);>50-60%;1;56%
SÃO PAULO;SP;segunda-feira, 23/03;Monday;Segunda-feira;Ranking dos municípios (23/3/2020);>50-60%;1;53%
SÃO PAULO;SP;terça-feira, 24/03;Tuesday;Terça-feira;Ranking dos municípios (24/3/2020);>50-60%;1;55%
SÃO PAULO;SP;quarta-feira, 25/03;Wednesday;Quarta-feira;Ranking dos municípios (25/3/2020);>50-60%;1;55%
SÃO PAULO;SP;quinta-feira, 26/03;Thursday;Quinta-feira;Ranking dos municípios (26/3/2020);>50-60%;1;55%
SÃO PAULO;SP;sexta-feira, 27/03;Friday;Sexta-feira;Ranking dos municípios (27/3/2020);>50-60%;1;55%
SÃO PAULO;SP;sábado, 28/03;Saturday;Sábado;Ranking dos municípios (28/3/2020);>50-60%;1;56%
SÃO PAULO;SP;domingo, 29/03;Sunday;Domingo;Ranking dos municípios (29/3/2020);>50-60%;1;59%
SÃO PAULO;SP;segunda-feira, 30/03;Monday;Segunda-feira;Ranking dos municípios (30/3/2020);>50-60%;1;57%
SÃO PAULO;SP;terça-feira, 31/03;Tuesday;Terça-feira;Ranking dos municípios (31/3/2020);>50-60%;1;56%
SÃO PAULO;SP;quarta-feira, 01/04;Wednesday;Quarta-feira;Ranking dos municípios (1/4/2020);>50-60%;1;56%
SÃO PAULO;SP;quinta-feira, 02/04;Thursday;Quinta-feira;Ranking dos municípios (2/4/2020);>50-60%;1;56%
SÃO PAULO;SP;sexta-feira, 03/04;Friday;Sexta-feira;Ranking dos municípios (3/4/2020);>50-60%;1;56%
SÃO PAULO;SP;sábado, 04/04;Saturday;Sábado;Ranking dos municípios (4/4/2020);>50-60%;1;58%
SÃO PAULO;SP;domingo, 05/04;Sunday;Domingo;Ranking dos municípios (5/4/2020);>50-60%;1;59%
SÃO PAULO;SP;segunda-feira, 06/04;Monday;Segunda-feira;Ranking dos municípios (6/4/2020);>50-60%;1;54%
SÃO PAULO;SP;terça-feira, 07/04;Tuesday;Terça-feira;Ranking dos municípios (7/4/2020);>50-60%;1;52%
SÃO PAULO;SP;quarta-feira, 08/04;Wednesday;Quarta-feira;Ranking dos municípios (8/4/2020);>50-60%;1;51%
SÃO PAULO;SP;quinta-feira, 09/04;Thursday;Quinta-feira;Ranking dos municípios (9/4/2020);>40-50%;1;48%
SÃO PAULO;SP;sexta-feira, 10/04;Friday;Sexta-feira;Ranking dos municípios (10/4/2020);>50-60%;1;56%
SÃO PAULO;SP;sábado, 11/04;Saturday;Sábado;Ranking dos municípios (11/4/2020);>50-60%;1;54%
SÃO PAULO;SP;domingo, 12/04;Sunday;Domingo;Ranking dos municípios (12/4/2020);>50-60%;1;58%
SÃO PAULO;SP;segunda-feira, 13/04;Monday;Segunda-feira;Ranking dos municípios (13/4/2020);>40-50%;1;50%
SÃO PAULO;SP;terça-feira, 14/04;Tuesday;Terça-feira;Ranking dos municípios (14/4/2020);>40-50%;1;50%
SÃO PAULO;SP;quarta-feira, 15/04;Wednesday;Quarta-feira;Ranking dos municípios (15/4/2020);>40-50%;1;50%
SÃO PAULO;SP;quinta-feira, 16/04;Thursday;Quinta-feira;Ranking dos municípios (16/4/2020);>40-50%;1;49%
SÃO PAULO;SP;sexta-feira, 17/04;Friday;Sexta-feira;Ranking dos municípios (17/4/2020);>40-50%;1;49%
SÃO PAULO;SP;sábado, 18/04;Saturday;Sábado;Ranking dos municípios (18/4/2020);>50-60%;1;53%
SÃO PAULO;SP;domingo, 19/04;Sunday;Domingo;Ranking dos municípios (19/4/2020);>50-60%;1;58%
SÃO PAULO;SP;segunda-feira, 20/04;Monday;Segunda-feira;Ranking dos municípios (20/4/2020);>50-60%;1;51%
SÃO PAULO;SP;terça-feira, 21/04;Tuesday;Terça-feira;Ranking dos municípios (21/4/2020);>50-60%;1;57%
SÃO PAULO;SP;quarta-feira, 22/04;Wednesday;Quarta-feira;Ranking dos municípios (22/4/2020);>40-50%;1;48%
SÃO PAULO;SP;quinta-feira, 23/04;Thursday;Quinta-feira;Ranking dos municípios (23/4/2020);>40-50%;1;48%
SÃO PAULO;SP;sexta-feira, 24/04;Friday;Sexta-feira;Ranking dos municípios (24/4/2020);>40-50%;1;48%
SÃO PAULO;SP;sábado, 25/04;Saturday;Sábado;Ranking dos municípios (25/4/2020);>50-60%;1;52%
SÃO PAULO;SP;domingo, 26/04;Sunday;Domingo;Ranking dos municípios (26/4/2020);>50-60%;1;58%
SÃO PAULO;SP;segunda-feira, 27/04;Monday;Segunda-feira;Ranking dos municípios (27/4/2020);>40-50%;1;48%
SÃO PAULO;SP;terça-feira, 28/04;Tuesday;Terça-feira;Ranking dos municípios (28/4/2020);>40-50%;1;48%
SÃO PAULO;SP;quarta-feira, 29/04;Wednesday;Quarta-feira;Ranking dos municípios (29/4/2020);>40-50%;1;48%
SÃO PAULO;SP;quinta-feira, 30/04;Thursday;Quinta-feira;Ranking dos municípios (30/4/2020);>40-50%;1;47%
SÃO PAULO;SP;sexta-feira, 01/05;Friday;Sexta-feira;Ranking dos municípios (1/5/2020);>50-60%;1;55%
SÃO PAULO;SP;sábado, 02/05;Saturday;Sábado;Ranking dos municípios (2/5/2020);>50-60%;1;52%
SÃO PAULO;SP;domingo, 03/05;Sunday;Domingo;Ranking dos municípios (3/5/2020);>50-60%;1;58%
SÃO PAULO;SP;segunda-feira, 04/05;Monday;Segunda-feira;Ranking dos municípios (4/5/2020);>40-50%;1;48%
SÃO PAULO;SP;terça-feira, 05/05;Tuesday;Terça-feira;Ranking dos municípios (5/5/2020);>40-50%;1;48%
SÃO PAULO;SP;quarta-feira, 06/05;Wednesday;Quarta-feira;Ranking dos municípios (6/5/2020);>40-50%;1;47%
SÃO PAULO;SP;quinta-feira, 07/05;Thursday;Quinta-feira;Ranking dos municípios (7/5/2020);>40-50%;1;48%
SÃO PAULO;SP;sexta-feira, 08/05;Friday;Sexta-feira;Ranking dos municípios (8/5/2020);>40-50%;1;46%
SÃO PAULO;SP;sábado, 09/05;Saturday;Sábado;Ranking dos municípios (9/5/2020);>50-60%;1;50%
SÃO PAULO;SP;domingo, 10/05;Sunday;Domingo;Ranking dos municípios (10/5/2020);>50-60%;1;54%
SÃO PAULO;SP;segunda-feira, 11/05;Monday;Segunda-feira;Ranking dos municípios (11/5/2020);>40-50%;1;49%
SÃO PAULO;SP;terça-feira, 12/05;Tuesday;Terça-feira;Ranking dos municípios (12/5/2020);>40-50%;1;48%
SÃO PAULO;SP;quarta-feira, 13/05;Wednesday;Quarta-feira;Ranking dos municípios (13/5/2020);>40-50%;1;48%
SÃO PAULO;SP;quinta-feira, 14/05;Thursday;Quinta-feira;Ranking dos municípios (14/5/2020);>40-50%;1;49%
SÃO PAULO;SP;sexta-feira, 15/05;Friday;Sexta-feira;Ranking dos municípios (15/5/2020);>40-50%;1;48%
SÃO PAULO;SP;sábado, 16/05;Saturday;Sábado;Ranking dos municípios (16/5/2020);>50-60%;1;52%
SÃO PAULO;SP;domingo, 17/05;Sunday;Domingo;Ranking dos municípios (17/5/2020);>50-60%;1;56%
SÃO PAULO;SP;segunda-feira, 18/05;Monday;Segunda-feira;Ranking dos municípios (18/5/2020);>50-60%;1;50%
SÃO PAULO;SP;terça-feira, 19/05;Tuesday;Terça-feira;Ranking dos municípios (19/5/2020);>40-50%;1;49%
SÃO PAULO;SP;quarta-feira, 20/05;Wednesday;Quarta-feira;Ranking dos municípios (20/5/2020);>50-60%;1;51%
SÃO PAULO;SP;quinta-feira, 21/05;Thursday;Quinta-feira;Ranking dos municípios (21/5/2020);>50-60%;1;52%
SÃO PAULO;SP;sexta-feira, 22/05;Friday;Sexta-feira;Ranking dos municípios (22/5/2020);>40-50%;1;49%
SÃO PAULO;SP;sábado, 23/05;Saturday;Sábado;Ranking dos municípios (23/5/2020);>50-60%;1;53%
SÃO PAULO;SP;domingo, 24/05;Sunday;Domingo;Ranking dos municípios (24/5/2020);>50-60%;1;57%
SÃO PAULO;SP;segunda-feira, 25/05;Monday;Segunda-feira;Ranking dos municípios (25/5/2020);>50-60%;1;53%
SÃO PAULO;SP;terça-feira, 26/05;Tuesday;Terça-feira;Ranking dos municípios (26/5/2020);>40-50%;1;49%
SÃO PAULO;SP;quarta-feira, 27/05;Wednesday;Quarta-feira;Ranking dos municípios (27/5/2020);>40-50%;1;49%
SÃO PAULO;SP;quinta-feira, 28/05;Thursday;Quinta-feira;Ranking dos municípios (28/5/2020);>40-50%;1;49%
SÃO PAULO;SP;sexta-feira, 29/05;Friday;Sexta-feira;Ranking dos municípios (29/5/2020);>40-50%;1;48%
SÃO PAULO;SP;sábado, 30/05;Saturday;Sábado;Ranking dos municípios (30/5/2020);>50-60%;1;52%
SÃO PAULO;SP;domingo, 31/05;Sunday;Domingo;Ranking dos municípios (31/5/2020);>50-60%;1;55%
SÃO PAULO;SP;segunda-feira, 01/06;Monday;Segunda-feira;Ranking dos municípios (1/6/2020);>40-50%;1;49%
